[20:06:37] [main/INFO]: ModLauncher running: args [--username, Volixia666, --version, forge-47.2.0, --gameDir, C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2), --assetsDir, C:\Users\olivi\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, c5e41b1aa38e4d12a80578b67734a038, --accessToken, ????????, --clientId, NTQwNjViMDUtZDkzNy00M2U1LWIzMTQtNWFkYWVlNTExNDIx, --xuid, 2535421912994388, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\olivi\curseforge\minecraft\Install\quickPlay\java\1713143194986.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.2.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[20:06:37] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[20:06:39] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[20:06:39] [main/INFO]: Trying GL version 4.6
[20:06:39] [main/INFO]: Requested GL version 4.6 got version 4.6
[20:06:39] [main/INFO]: Redirector CoreMod initialized successfully!
[20:06:39] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce GTX 1060 6GB/PCIe/SSE2 GL version 4.6.0 NVIDIA 536.99, NVIDIA Corporation
[20:06:39] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/olivi/curseforge/minecraft/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[20:06:39] [main/INFO]: ? Processing 120 client sides mods with 0 skipped entries ...
[20:06:39] [main/INFO]: ? No need to update client side mods config file C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\config\adaptive_performance_tweaks\client_side_mods.list
[20:06:39] [main/INFO]: ? Processing 120 client sides mods with 3 skipped entries ...
[20:06:39] [main/INFO]: [Mod Optimizer] ? init with game dir C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2) and mods dir C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods for target CLIENT
[20:06:39] [main/INFO]: [Mod Optimizer] ? Optimizing Duplicated Mods ...
[20:06:39] [main/INFO]: [Duplicated Mods] checking ~212 mods in C:\Users\olivi\curseforge\minecraft\Instances\Crafting On A Potato (2)\mods for duplication with file extension .jar ...
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=15,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=9,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=15,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=6,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=12,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=8,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=0,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=7,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=4,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=5,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=6,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=east,floor=true,level=10,roof=true'
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'ars_nouveau:blockstates/magelight_torch.json' missing model for variant: 'ars_nouveau:magelight_torch#facing=north,floor=true,level=1,roof=true'
[20:07:16] [Worker-ResourceReload-0/INFO]: Redirecting org/openzen/zenscript/codemodel/type/member/TypeMemberPriority
[20:07:16] [Worker-ResourceReload-0/INFO]: Redirecting org/openzen/zenscript/codemodel/type/member/BuiltinID
[20:07:16] [Worker-ResourceReload-0/INFO]: Redirecting org/openzen/zenscript/codemodel/member/FunctionalKind
[20:07:16] [Worker-ResourceReload-0/INFO]: Redirecting org/openzen/zenscript/codemodel/SemanticModule$State
[20:07:16] [Forge Version Check/INFO]: [saturn] Found status: AHEAD Current: 0.1.3 Target: null
[20:07:16] [Forge Version Check/INFO]: [hammerlib] Starting version check at https://api.modrinth.com/updates/PlkSuVtM/forge_updates.json
[20:07:16] [Worker-ResourceReload-0/INFO]: Redirecting org/openzen/zenscript/validator/visitors/DefinitionMemberContext
[20:07:16] [Worker-ResourceReload-0/INFO]: Redirecting org/openzen/zenscript/validator/TypeContext
[20:07:16] [Worker-ResourceReload-0/INFO]: Redirecting org/openzen/zenscript/javashared/JavaClass$Kind
[20:07:16] [Worker-ResourceReload-0/INFO]: Redirecting org/openzen/zencode/java/module/converters/JavaAnnotatedType$ElementType
[20:07:16] [Worker-ResourceReload-0/INFO]: Redirecting org/openzen/zenscript/javashared/JavaMethod$Kind
[20:07:16] [Forge Version Check/INFO]: [hammerlib] Found status: UP_TO_DATE Current: 20.1.25 Target: null
[20:07:16] [Forge Version Check/INFO]: [betterbeekeeping] Starting version check at https://minecraftforge.net/versions.json
[20:07:16] [Render thread/INFO]: Redirecting questsadditions/utils/BlockTypes
[20:07:16] [Render thread/INFO]: Registering C2S receiver with id questsadditions:submit_structure
[20:07:16] [Render thread/INFO]: Redirecting terrablender/api/RegionType
[20:07:16] [Render thread/INFO]: Registered region minecraft:overworld to index 0 for type OVERWORLD
[20:07:16] [Render thread/INFO]: Registered region minecraft:nether to index 0 for type NETHER
[20:07:16] [Render thread/INFO]: Registered region biomesoplenty:overworld_primary to index 1 for type OVERWORLD
[20:07:16] [Render thread/INFO]: Registered region biomesoplenty:overworld_secondary to index 2 for type OVERWORLD
[20:07:16] [Render thread/INFO]: Registered region biomesoplenty:overworld_rare to index 3 for type OVERWORLD
[20:07:16] [Render thread/INFO]: Registered region biomesoplenty:nether_common to index 1 for type NETHER
[20:07:16] [Render thread/INFO]: Registered region biomesoplenty:nether_rare to index 2 for type NETHER
[20:07:16] [Render thread/INFO]: Redirecting terrablender/api/SurfaceRuleManager$RuleCategory
[20:07:16] [Render thread/INFO]: Redirecting terrablender/api/SurfaceRuleManager$RuleStage
[20:07:16] [Render thread/INFO]: Dispatching ZConfigChanged to 54 listeners
[20:07:16] [Render thread/INFO]: Dispatching ZConfigChanged to 3 listeners
[20:07:16] [Render thread/INFO]: Redirecting moze_intel/projecte/api/capabilities/IKnowledgeProvider$TargetUpdateType
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'vinery:blockstates/grapevine_leaves.json' in resourcepack: 'mod_resources' for variant: 'distance=13': Unknown value: '13' for blockstate property: 'distance' [1, 2, 3, 4, 5, 6, 7]
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'vinery:blockstates/grapevine_leaves.json' in resourcepack: 'mod_resources' for variant: 'distance=14': Unknown value: '14' for blockstate property: 'distance' [1, 2, 3, 4, 5, 6, 7]
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'vinery:blockstates/grapevine_leaves.json' in resourcepack: 'mod_resources' for variant: 'distance=11': Unknown value: '11' for blockstate property: 'distance' [1, 2, 3, 4, 5, 6, 7]
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'vinery:blockstates/grapevine_leaves.json' in resourcepack: 'mod_resources' for variant: 'distance=12': Unknown value: '12' for blockstate property: 'distance' [1, 2, 3, 4, 5, 6, 7]
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'vinery:blockstates/grapevine_leaves.json' in resourcepack: 'mod_resources' for variant: 'distance=10': Unknown value: '10' for blockstate property: 'distance' [1, 2, 3, 4, 5, 6, 7]
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'vinery:blockstates/grapevine_leaves.json' in resourcepack: 'mod_resources' for variant: 'distance=8': Unknown value: '8' for blockstate property: 'distance' [1, 2, 3, 4, 5, 6, 7]
[20:07:16] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'vinery:blockstates/grapevine_leaves.json' in resourcepack: 'mod_resources' for variant: 'distance=9': Unknown value: '9' for blockstate property: 'distance' [1, 2, 3, 4, 5, 6, 7]
[20:07:16] [Render thread/INFO]: Redirecting com/mrcrayfish/configured/api/Environment
[20:07:17] [Render thread/INFO]: Initialized color sets in 82ms
[20:07:17] [Render thread/INFO]: Registered region gardens_of_the_dead:nether to index 3 for type NETHER
[20:07:17] [Render thread/INFO]: Registered region quark:biome_provider to index 4 for type OVERWORLD
[20:07:17] [Render thread/INFO]: Registered region ars_nouveau:overworld to index 5 for type OVERWORLD
[20:07:17] [Render thread/INFO]: Finished mod setup in: [0, 2, 0, 1, 0, 0, 10, 0] ms
[20:07:17] [Worker-ResourceReload-0/INFO]: Registering TESR for tile hammerlib:test_machine
[20:07:17] [Worker-ResourceReload-9/INFO]: Loading Xaero's Minimap - Stage 1/2
[20:07:17] [Worker-ResourceReload-6/INFO]: Loading Xaero's World Map - Stage 1/2
[20:07:17] [Worker-ResourceReload-3/INFO]: Redirecting com/legacy/blue_skies/items/util/FoodPrepUtils$FoodColor
[20:07:17] [Placebo Patreon Trail Loader/INFO]: Loading patreon trails data...
[20:07:17] [Placebo Patreon Wing Loader/INFO]: Loading patreon wing data...
[20:07:17] [Worker-ResourceReload-8/INFO]: Registering S2C receiver with id vinery:shader
[20:07:17] [Placebo Patreon Trail Loader/INFO]: Redirecting dev/shadowsoffire/placebo/patreon/PatreonUtils$PatreonParticleType
[20:07:17] [Worker-ResourceReload-3/WARN]: Key mapping key.observable.profile registered after event
java.lang.RuntimeException: null
	at dev.architectury.registry.client.keymappings.forge.KeyMappingRegistryImpl.register(KeyMappingRegistryImpl.java:47) ~[architectury-9.2.14-forge.jar%23387!/:?]
	at dev.architectury.registry.client.keymappings.KeyMappingRegistry.register(KeyMappingRegistry.java) ~[architectury-9.2.14-forge.jar%23387!/:?]
	at observable.Observable.clientInit(Observable.java:151) ~[observable-4.4.1.jar%23511!/:?]
	at observable.forge.ObservableForge.onClientInit(ObservableForge.java:28) ~[observable-4.4.1.jar%23511!/:?]
	at net.minecraftforge.eventbus.EventBus.doCastFilter(EventBus.java:260) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.lambda$addListener$11(EventBus.java:252) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:315) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:296) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.fml.javafmlmod.FMLModContainer.acceptEvent(FMLModContainer.java:107) ~[javafmllanguage-1.20.1-47.2.0.jar%23582!/:?]
	at net.minecraftforge.fml.ModContainer.lambda$buildTransitionHandler$10(ModContainer.java:124) ~[fmlcore-1.20.1-47.2.0.jar%23581!/:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1804) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1796) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[20:07:17] [Placebo Patreon Wing Loader/INFO]: Redirecting dev/shadowsoffire/placebo/patreon/PatreonUtils$WingType
[20:07:17] [Placebo Patreon Trail Loader/INFO]: Loaded 38 patreon trails.
[20:07:17] [Worker-ResourceReload-1/INFO]: Invalidating pack caches
[20:07:17] [Worker-ResourceReload-1/INFO]: Reloading ResourceManager: vanilla, mod_resources, Moonlight Mods Dynamic Assets
[20:07:17] [Placebo Patreon Wing Loader/INFO]: Loaded 28 patreon wings.
[20:07:17] [Worker-ResourceReload-10/INFO]: Dispatching ForgeZClientSetup (as ZClientSetup) to 40 listeners
[20:07:17] [Forge Version Check/WARN]: Failed to process update information
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.Gson.fromJson(Gson.java:1226) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1124) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1034) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:969) ~[gson-2.10.jar%23107!/:?]
	at net.minecraftforge.fml.VersionChecker$1.process(VersionChecker.java:183) ~[fmlcore-1.20.1-47.2.0.jar%23581!/:?]
	at java.lang.Iterable.forEach(Iterable.java:75) ~[?:?]
	at net.minecraftforge.fml.VersionChecker$1.run(VersionChecker.java:114) ~[fmlcore-1.20.1-47.2.0.jar%23581!/:?]
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:393) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter.read(MapTypeAdapterFactory.java:182) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter.read(MapTypeAdapterFactory.java:144) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	... 6 more
[20:07:17] [Forge Version Check/INFO]: [projecte] Starting version check at https://raw.githubusercontent.com/sinkillerj/ProjectE/mc1.20.x/update.json
[20:07:17] [Worker-ResourceReload-1/INFO]: Redirecting net/minecraft/data/recipes/RecipeCategory
[20:07:17] [Forge Version Check/INFO]: [projecte] Found status: UP_TO_DATE Current: 1.0.1 Target: null
[20:07:17] [Forge Version Check/INFO]: [forgeendertech] Starting version check at https://forge.curseupdate.com/244844/forgeendertech
[20:07:17] [Worker-ResourceReload-1/INFO]: Generated runtime SERVER_DATA for pack Supplementaries Generated Pack (supplementaries) in: 91 ms
[20:07:17] [Forge Version Check/INFO]: [forgeendertech] Found status: UP_TO_DATE Current: 11.1.3.0 Target: null
[20:07:17] [Forge Version Check/INFO]: [maxhealthfix] Starting version check at https://updates.blamejared.com/get?n=maxhealthfix&gv=1.20.1
[20:07:17] [Render thread/INFO]: Redirecting net/minecraft/client/resources/sounds/SoundInstance$Attenuation
[20:07:17] [Forge Version Check/INFO]: [maxhealthfix] Found status: BETA Current: 12.0.2 Target: 12.0.2
[20:07:17] [Forge Version Check/INFO]: [leavesbegone] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/leavesbegone.json
[20:07:18] [Forge Version Check/INFO]: [leavesbegone] Found status: UP_TO_DATE Current: 8.0.0 Target: null
[20:07:18] [Forge Version Check/INFO]: [structure_gel] Starting version check at http://changelogs.moddinglegacy.com/structure-gel.json
[20:07:18] [Render thread/INFO]: Redirecting com/github/alexthe666/citadel/client/model/TabulaModelHandler
[20:07:18] [Forge Version Check/INFO]: [structure_gel] Found status: BETA Current: 2.16.1 Target: null
[20:07:18] [Forge Version Check/INFO]: [improvableskills] Starting version check at https://api.modrinth.com/updates/9fT7HUaI/forge_updates.json
[20:07:18] [Render thread/INFO]: Redirecting net/minecraft/world/entity/animal/axolotl/Axolotl$Variant
[20:07:18] [Render thread/INFO]: Loading Xaero's Minimap - Stage 2/2
[20:07:18] [Render thread/INFO]: Redirecting xaero/common/category/rule/ExcludeListMode
[20:07:18] [Forge Version Check/INFO]: [improvableskills] Found status: UP_TO_DATE Current: 20.1.6 Target: null
[20:07:18] [Forge Version Check/INFO]: [corail_woodcutter] Starting version check at https://raw.githubusercontent.com/Corail31/trash/master/update_woodcutter.json
[20:07:18] [Forge Version Check/INFO]: [corail_woodcutter] Found status: UP_TO_DATE Current: 3.0.4 Target: null
[20:07:18] [Forge Version Check/INFO]: [searchables] Starting version check at https://updates.blamejared.com/get?n=searchables&gv=1.20.1
[20:07:18] [Forge Version Check/INFO]: [searchables] Found status: BETA Current: 1.0.2 Target: 1.0.2
[20:07:18] [Forge Version Check/INFO]: [adchimneys] Starting version check at https://forge.curseupdate.com/244830/adchimneys
[20:07:18] [Forge Version Check/INFO]: [adchimneys] Found status: UP_TO_DATE Current: 10.1.5.1 Target: null
[20:07:18] [Forge Version Check/INFO]: [fastload] Starting version check at https://github.com/BumbleSoftware/Fastload/raw/Forge-1.20.1/updates.json
[20:07:18] [Forge Version Check/INFO]: [fastload] Found status: UP_TO_DATE Current: 3.4.0 Target: null
[20:07:18] [Forge Version Check/INFO]: [attributefix] Starting version check at https://updates.blamejared.com/get?n=attributefix&gv=1.20.1
[20:07:18] [Render thread/INFO]: Redirecting xaero/common/gui/widget/WidgetType
[20:07:18] [Render thread/INFO]: Redirecting xaero/common/gui/widget/ClickAction
[20:07:18] [Render thread/INFO]: Redirecting xaero/common/gui/widget/HoverAction
[20:07:18] [Render thread/INFO]: Redirecting xaero/common/gui/widget/Alignment
[20:07:18] [Render thread/INFO]: Registered player tracker system: minimap_synced
[20:07:18] [Render thread/INFO]: Xaero's Minimap: World Map found!
[20:07:18] [Render thread/INFO]: No Optifine!
[20:07:18] [Render thread/INFO]: Xaero's Minimap: No Vivecraft!
[20:07:18] [Render thread/INFO]: Loading Xaero's World Map - Stage 2/2
[20:07:18] [Render thread/INFO]: New world map region cache hash code: -413293874
[20:07:18] [Render thread/INFO]: Registered player tracker system: map_synced
[20:07:18] [Render thread/INFO]: Xaero's WorldMap Mod: Xaero's minimap found!
[20:07:18] [Render thread/INFO]: Registered player tracker system: minimap_synced
[20:07:18] [Render thread/INFO]: No Optifine!
[20:07:18] [Render thread/INFO]: Xaero's World Map: No Vivecraft!
[20:07:18] [Forge Version Check/INFO]: [attributefix] Found status: BETA Current: 21.0.4 Target: 21.0.4
[20:07:18] [Forge Version Check/INFO]: [crafttweaker] Starting version check at https://updates.blamejared.com/get?n=crafttweaker&gv=1.20.1
[20:07:18] [Forge Version Check/INFO]: [crafttweaker] Found status: BETA Current: 14.0.38 Target: 14.0.38
[20:07:18] [Forge Version Check/INFO]: [puzzlesaccessapi] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/puzzlesaccessapi.json
[20:07:19] [Forge Version Check/INFO]: [puzzlesaccessapi] Found status: BETA Current: 8.0.7 Target: null
[20:07:19] [Forge Version Check/INFO]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[20:07:19] [Forge Version Check/INFO]: [forge] Found status: UP_TO_DATE Current: 47.2.0 Target: null
[20:07:19] [Forge Version Check/INFO]: [cofh_core] Starting version check at https://raw.github.com/cofh/version/main/cofh_core/update.json
[20:07:19] [Forge Version Check/INFO]: [cofh_core] Found status: UP_TO_DATE Current: 11.0.0 Target: null
[20:07:19] [Forge Version Check/INFO]: [simplebackups] Starting version check at https://assets.melanx.de/updates/simple-backups.json
[20:07:19] [Forge Version Check/INFO]: [simplebackups] Found status: UP_TO_DATE Current: 1.20.1-3.1.4 Target: null
[20:07:19] [Forge Version Check/INFO]: [pipez] Starting version check at https://update.maxhenkel.de/forge/pipez
[20:07:20] [Forge Version Check/INFO]: [pipez] Found status: AHEAD Current: 1.20.1-1.2.6 Target: null
[20:07:20] [Forge Version Check/INFO]: [canary] Starting version check at https://github.com/AbdElAziz333/Canary/raw/mc1.19.2/dev/updates.json
[20:07:20] [Forge Version Check/INFO]: [canary] Found status: UP_TO_DATE Current: 0.3.3 Target: null
[20:07:20] [Forge Version Check/INFO]: [puzzleslib] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/puzzleslib.json
[20:07:20] [Forge Version Check/INFO]: [puzzleslib] Found status: UP_TO_DATE Current: 8.1.18 Target: null
[20:07:20] [Forge Version Check/INFO]: [blue_skies] Starting version check at http://changelogs.moddinglegacy.com/blue-skies.json
[20:07:20] [Forge Version Check/INFO]: [blue_skies] Found status: BETA Current: 1.3.31 Target: null
[20:07:20] [Forge Version Check/INFO]: [prism] Starting version check at https://mc-update-check.anthonyhilyard.com/638111
[20:07:20] [Forge Version Check/INFO]: [prism] Found status: UP_TO_DATE Current: 1.0.5 Target: null
[20:07:20] [Forge Version Check/INFO]: [bookshelf] Starting version check at https://updates.blamejared.com/get?n=bookshelf&gv=1.20.1
[20:07:20] [Forge Version Check/INFO]: [bookshelf] Found status: BETA Current: 20.1.10 Target: 20.1.10
[20:07:20] [Forge Version Check/INFO]: [additionalstructures] Starting version check at https://raw.githubusercontent.com/XxRexRaptorxX/Update-Checker/main/AdditionalStructures.json
[20:07:20] [Forge Version Check/INFO]: [additionalstructures] Found status: UP_TO_DATE Current: 4.2.1 Target: null
[20:07:20] [Forge Version Check/INFO]: [adpother] Starting version check at https://forge.curseupdate.com/269973/adpother
[20:07:20] [Forge Version Check/INFO]: [adpother] Found status: UP_TO_DATE Current: 8.1.7.0 Target: null
[20:07:20] [Forge Version Check/INFO]: [absentbydesign] Starting version check at https://raw.githubusercontent.com/Lothrazar/AbsentByDesign/trunk/1.19/update.json
[20:07:20] [Forge Version Check/INFO]: [absentbydesign] Found status: BETA Current: 1.8.0 Target: null
[20:07:20] [Forge Version Check/INFO]: [experiencebugfix] Starting version check at https://github.com/mactso/ExperienceBugFix/raw/main/update.json
[20:07:20] [Forge Version Check/INFO]: [experiencebugfix] Found status: BETA Current: 46.2.2 Target: 46.2.2
[20:07:20] [Forge Version Check/INFO]: [delightful] Starting version check at https://raw.githubusercontent.com/brnbrd/Delightful/1.19/update/update.json
[20:07:20] [Forge Version Check/INFO]: [delightful] Found status: BETA Current: 3.5.2 Target: null
[20:07:20] [Forge Version Check/INFO]: [smallships] Starting version check at https://raw.githubusercontent.com/talhanation/smallships/main/update.json
[20:07:21] [Forge Version Check/INFO]: [smallships] Found status: UP_TO_DATE Current: 2.0.0-b1.1 Target: null
[20:07:21] [Forge Version Check/INFO]: [clumps] Starting version check at https://updates.blamejared.com/get?n=clumps&gv=1.20.1
[20:07:21] [Forge Version Check/INFO]: [clumps] Found status: BETA Current: 12.0.0.3 Target: 12.0.0.3
[20:07:21] [Forge Version Check/INFO]: [configured] Starting version check at https://mrcrayfish.com/modupdatejson?id=configured
[20:07:21] [Worker-ResourceReload-2/WARN]: Unable to load model: 'minecraft:cap' referenced from: coffee_delight:cap_black_coffee#amount=1,facing=north: java.io.FileNotFoundException: minecraft:models/cap.json
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=1,facing=south'
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=2,facing=north'
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=1,facing=north'
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=2,facing=south'
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=3,facing=south'
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=1,facing=east'
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=3,facing=north'
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=3,facing=east'
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=2,facing=east'
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=2,facing=west'
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=3,facing=west'
[20:07:21] [Worker-ResourceReload-2/WARN]: Exception loading blockstate definition: 'coffee_delight:blockstates/cap_double_espresso_coffee.json' missing model for variant: 'coffee_delight:cap_double_espresso_coffee#amount=1,facing=west'
[20:07:21] [Forge Version Check/INFO]: [configured] Found status: BETA Current: 2.2.3 Target: 2.2.3
[20:07:21] [Forge Version Check/INFO]: [badmobs] Starting version check at https://updates.blamejared.com/get?n=badmobs&gv=1.20.1
[20:07:22] [Forge Version Check/INFO]: [badmobs] Found status: BETA_OUTDATED Current: 19.0.2 Target: 19.0.4
[20:07:22] [Forge Version Check/INFO]: [moonlight] Starting version check at https://raw.githubusercontent.com/MehVahdJukaar/Moonlight/multi-loader/forge/update.json
[20:07:22] [Forge Version Check/INFO]: [moonlight] Found status: BETA Current: 1.20-2.11.12 Target: null
[20:07:22] [Forge Version Check/INFO]: [silentlib] Starting version check at https://raw.githubusercontent.com/SilentChaos512/SilentLib/1.20.x/update.json
[20:07:22] [Forge Version Check/INFO]: [silentlib] Found status: BETA Current: 8.0.0 Target: null
